PacketID,SensorGenTime_ms,ProcessingTime_ms,TransmissionTime_ms
1918,0.005,0.008,0.311
1919,0.008,0.011,0.329
1920,0.005,0.138,0.792
1921,0.006,0.009,0.331
1922,0.006,0.009,0.324
1923,0.006,0.009,0.333
1924,0.004,0.007,0.441
1925,0.068,0.008,0.248
1926,0.063,0.003,0.199
1927,0.003,0.005,0.224
1928,0.003,0.005,0.195
1929,0.004,0.007,0.257
1930,0.006,0.009,0.607
1931,0.004,0.007,0.365
1932,0.005,0.009,1.469
1933,0.007,0.005,0.162
1934,0.006,0.005,0.216
1935,0.003,0.006,0.178
1936,0.004,0.006,0.193
1937,0.004,0.007,0.220
1938,0.004,0.003,0.177
1939,0.005,0.007,0.210
1940,0.005,0.007,0.240
1941,0.005,0.009,0.514
1942,0.005,0.008,0.304
1943,0.005,0.009,0.320
1944,0.006,0.008,0.322
1945,0.005,0.008,0.310
1946,0.006,0.010,0.328
1947,0.005,0.008,0.312
1948,0.006,0.010,0.325
1949,0.005,0.008,0.374
1950,0.007,0.005,0.326
1951,0.008,0.006,0.476
1952,0.005,0.009,1.253
1953,0.068,0.007,0.241
1954,0.004,0.006,0.200
1955,0.004,0.006,0.209
1956,0.004,0.006,0.288
1957,0.006,0.010,0.301
1958,0.125,0.010,0.999
1959,0.007,0.013,0.720
1960,0.006,0.009,0.412
1961,0.005,0.008,0.310
1962,0.004,0.008,0.247
1963,0.006,0.011,0.440
1964,0.004,0.006,0.218
1965,0.008,0.010,0.383
1966,0.006,0.010,0.327
1967,0.005,0.007,0.282
1968,0.012,0.008,0.216
1969,0.009,0.012,0.370
1970,0.006,0.009,0.435
1971,0.006,0.010,0.820
1972,0.005,0.007,0.572
1973,0.005,0.008,0.227
1974,0.006,0.008,0.183
1975,0.003,0.005,0.185
1976,0.004,0.007,0.214
1977,0.004,0.006,0.367
1978,0.004,0.006,0.220
1979,0.005,0.007,0.259
1980,0.007,0.011,0.352
1981,0.006,0.010,0.328
1982,0.005,0.007,0.217
1983,0.062,0.008,0.231
1984,0.007,0.008,1.648
1985,0.004,0.005,0.170
1986,0.004,0.006,0.210
1987,0.086,0.008,0.257
1988,0.006,0.008,0.370
1989,0.007,0.005,0.293
1990,0.005,0.009,0.296
1991,0.005,0.009,1.088
1992,0.005,0.008,0.776
1993,0.005,0.009,0.295
1994,0.004,0.007,0.214
1995,0.004,0.051,0.291
1996,0.006,0.005,0.201
1997,0.005,0.006,0.188
1998,0.003,0.006,0.208
1999,0.005,0.008,0.252
2000,0.005,0.008,0.299
2001,0.005,0.009,0.315
2002,0.008,0.009,0.465
2003,0.005,0.009,0.320
2004,0.005,0.008,0.298
2005,0.006,0.009,0.329
2006,0.005,0.008,0.306
2007,0.005,0.010,0.263
2008,0.005,0.009,0.244
2009,0.005,0.008,0.220
2010,0.004,0.006,0.213
2011,0.004,0.007,0.198
2012,0.006,0.007,0.317
2013,0.095,0.009,0.554
2014,0.004,0.006,0.213
2015,0.003,0.005,0.193
2016,0.065,0.006,0.195
2017,0.003,0.005,0.143
2018,0.003,0.005,0.181
2019,0.005,0.009,0.274
2020,0.005,0.007,0.277
2021,0.005,0.008,0.307
2022,0.008,0.014,0.319
2023,0.006,0.009,0.323
2024,0.007,0.008,0.320
2025,0.005,0.008,0.299
2026,0.007,0.005,0.318
2027,0.005,0.009,0.365
2028,0.006,0.009,0.309
2029,0.007,0.009,0.311
2030,0.004,0.006,0.186
2031,0.005,0.008,0.314
2032,0.004,0.006,0.503
2033,0.005,0.009,0.975
2034,0.007,0.006,0.234
2035,0.004,0.006,0.204
2036,0.004,0.006,0.191
2037,0.004,0.007,0.209
2038,0.005,0.005,0.232
2039,0.005,0.007,0.238
2040,0.006,0.009,0.332
2041,0.005,0.008,0.351
2042,0.006,0.010,0.332
2043,0.005,0.007,0.285
2044,0.114,0.011,0.494
2045,0.005,0.009,1.018
2046,0.070,0.006,0.208
2047,0.006,0.008,0.217
2048,0.004,0.007,0.216
2049,0.004,0.006,0.208
2050,0.005,0.008,0.279
2051,0.005,0.009,1.471
2052,0.006,0.009,0.480
2053,0.005,0.009,1.533
2054,0.005,0.008,0.178
2055,0.004,0.006,0.221
2056,0.004,0.007,0.192
2057,0.004,0.007,0.187
2058,0.005,0.005,0.171
2059,0.004,0.007,0.445
2060,0.004,0.008,0.199
2061,0.004,0.007,0.211
2062,0.005,0.006,0.204
2063,0.004,0.007,0.293
2064,0.006,0.008,0.315
2065,0.005,0.008,0.360
2066,0.004,0.006,0.174
2067,0.005,0.007,0.276
2068,0.116,0.005,0.309
2069,0.006,0.009,0.675
2070,0.004,0.006,0.228
2071,0.016,0.009,0.317
2072,0.008,0.011,0.460
2073,0.005,0.009,0.653
2074,0.009,0.009,0.226
2075,0.004,0.006,0.194
2076,0.003,0.006,0.324
2077,0.068,0.007,0.251
2078,0.004,0.006,0.201
2079,0.005,0.007,0.236
2080,0.006,0.009,0.326
2081,0.005,0.008,0.282
2082,0.007,0.009,0.327
2083,0.005,0.008,0.290
2084,0.006,0.009,0.440
2085,0.038,0.009,0.318
2086,0.005,0.009,0.310
2087,0.006,0.009,0.314
2088,0.006,0.009,8.851
2089,0.001,0.002,12.497
2090,0.001,0.002,0.249
2091,0.001,0.001,0.268
2092,0.005,0.008,0.139
2093,0.001,0.002,0.300
2094,0.001,0.002,0.155
2095,0.005,0.005,0.184
2096,0.206,0.005,0.835
2097,0.004,0.007,0.179
2098,0.004,0.002,0.529
2099,0.003,0.008,0.132
2100,0.002,0.002,0.091
2101,0.001,0.002,0.101
2102,0.001,0.002,0.081
2103,0.002,0.003,0.132
2104,0.002,0.015,0.316
2105,0.003,0.007,0.261
2106,0.095,0.003,0.209
2107,0.001,0.003,0.101
2108,0.002,0.002,0.087
2109,0.001,0.002,0.095
2110,0.001,0.002,0.095
2111,0.001,0.002,0.078
2112,0.003,0.002,0.110
2113,0.001,0.002,0.079
2114,0.003,0.006,0.197
2115,0.002,0.004,0.113
2116,0.001,0.003,0.095
2117,0.002,0.002,0.079
2118,0.002,0.002,0.071
2119,0.001,0.002,0.085
2120,0.001,0.002,0.147
2121,0.001,0.002,0.079
2122,0.001,0.002,0.085
2123,0.001,0.002,0.154
2124,0.001,0.002,0.078
2125,0.001,0.001,0.069
2126,0.001,0.002,0.077
2127,0.001,0.002,0.192
2128,0.034,0.001,0.071
2129,0.001,0.002,0.071
2130,0.001,0.001,0.085
2131,0.001,0.002,0.083
2132,0.001,0.001,0.071
2133,0.001,0.002,0.070
2134,0.003,0.005,0.191
2135,0.033,0.002,0.149
2136,0.001,0.002,0.085
2137,0.001,0.001,0.075
2138,0.001,0.001,0.071
2139,0.002,0.003,0.078
2140,0.001,0.002,0.070
2141,0.001,0.001,0.068
2142,0.006,0.006,0.212
2143,0.005,0.004,0.163
2144,0.003,0.005,0.166
2145,0.005,0.005,0.162
2146,0.004,0.006,0.195
2147,0.004,0.006,0.178
2148,0.005,0.004,0.238
2149,0.004,0.008,0.219
2150,0.005,0.009,0.272
2151,0.005,0.007,0.235
2152,0.006,0.010,0.472
2153,0.007,0.011,0.333
2154,0.007,0.005,0.333
2155,0.005,0.008,0.385
2156,0.068,0.009,1.287
2157,0.004,0.007,0.197
2158,0.004,0.007,0.211
2159,0.004,0.006,0.446
2160,0.008,0.006,0.189
2161,0.005,0.007,0.217
2162,0.004,0.007,0.244
2163,0.005,0.008,0.415
2164,0.114,0.008,0.332
2165,0.004,0.007,1.811
2166,0.004,0.007,0.185
2167,0.005,0.003,0.168
2168,0.003,0.005,0.189
2169,0.007,0.005,0.185
2170,0.005,0.006,0.213
2171,0.007,0.010,0.325
2172,0.005,0.008,0.299
2173,0.004,0.009,0.232
2174,0.005,0.005,0.190
2175,0.004,0.006,0.376
2176,0.005,0.009,1.280
2177,0.004,0.007,0.193
2178,0.005,0.006,0.208
2179,0.004,0.006,0.185
2180,0.005,0.006,0.192
2181,0.003,0.004,0.160
2182,0.005,0.008,0.266
2183,0.007,0.008,0.292
2184,0.006,0.008,0.369
2185,0.113,0.008,0.337
2186,0.007,0.010,0.345
2187,0.005,0.008,0.262
2188,0.054,0.003,0.180
2189,0.005,0.009,0.225
2190,0.006,0.009,0.325
2191,0.006,0.009,0.491
2192,0.005,0.008,0.307
2193,0.005,0.007,0.283
2194,0.003,0.006,0.271
2195,0.006,0.010,1.205
2196,0.004,0.007,0.743
2197,0.005,0.008,0.554
2198,0.005,0.007,0.225
2199,0.003,0.006,0.148
2200,0.005,0.007,0.217
2201,0.005,0.009,0.259
2202,0.004,0.007,0.239
2203,0.004,0.006,0.260
2204,0.005,0.008,0.335
2205,0.005,0.009,0.320
2206,0.005,0.008,0.297
2207,0.004,0.006,0.211
2208,0.005,0.009,0.258
2209,0.004,0.007,0.228
2210,0.004,0.005,0.182
2211,0.005,0.007,0.257
2212,0.006,0.008,0.241
2213,0.006,0.009,0.325
2214,0.004,0.008,0.307
2215,0.005,0.007,0.222
2216,0.005,0.009,1.533
2217,0.059,0.006,0.202
2218,0.005,0.008,0.268
2219,0.005,0.107,1.080
2220,0.001,0.003,0.141
2221,0.066,0.009,0.746
2222,0.257,0.009,1.084
2223,0.006,0.004,9.787
2224,0.005,0.006,0.328
2225,0.005,0.008,0.218
2226,0.004,0.005,0.138
2227,0.003,0.005,5.683
2228,0.003,0.064,0.542
2229,0.001,0.002,0.126
2230,0.001,0.002,0.102
2231,0.003,0.002,0.182
2232,0.001,0.002,0.096
2233,0.020,0.006,0.138
2234,0.001,0.002,0.084
2235,0.002,0.002,0.087
2236,0.001,0.002,0.185
2237,0.002,0.003,0.101
2238,0.001,0.002,0.262
2239,0.001,0.002,0.080
2240,0.001,0.002,0.091
2241,0.003,0.002,0.275
2242,0.001,0.002,0.088
2243,0.002,0.003,0.205
2244,0.021,0.007,0.202
2245,0.035,0.005,0.231
2246,0.002,0.003,0.096
2247,0.001,0.002,0.089
2248,0.001,0.002,0.079
2249,0.001,0.003,0.093
2250,0.001,0.002,0.090
2251,0.001,0.002,0.083
2252,0.035,0.002,0.083
2253,0.001,0.002,0.080
2254,0.001,0.002,0.098
2255,0.001,0.002,0.089
2256,0.003,0.005,0.262
2257,0.003,0.003,0.150
2258,0.001,0.002,0.084
2259,0.001,0.002,0.086
2260,0.001,0.002,0.083
2261,0.001,0.002,0.075
2262,0.001,0.002,0.085
2263,0.003,0.005,0.339
2264,0.005,0.004,0.146
2265,0.003,0.004,0.157
2266,0.003,0.005,0.166
2267,0.004,0.002,0.158
2268,0.003,0.005,0.177
2269,0.005,0.005,0.179
2270,0.005,0.004,0.261
2271,0.005,0.008,0.393
2272,0.005,0.008,0.314
2273,0.003,0.005,0.154
2274,0.017,0.008,0.293
2275,0.115,0.008,0.392
2276,0.005,0.008,0.311
2277,0.005,0.004,1.650
2278,0.004,0.007,0.213
2279,0.005,0.004,0.219
2280,0.005,0.003,0.197
2281,0.003,0.005,0.173
2282,0.003,0.005,0.179
2283,0.003,0.006,0.177
2284,0.003,0.005,0.240
2285,0.113,0.009,0.255
2286,0.007,0.008,1.300
2287,0.006,0.004,1.217
2288,0.004,0.006,0.227
2289,0.004,0.003,0.189
2290,0.005,0.008,0.230
2291,0.006,0.009,0.245
2292,0.007,0.009,0.297
2293,0.005,0.009,0.300
2294,0.004,0.008,0.338
2295,0.004,0.007,0.199
2296,0.005,0.008,0.467
2297,0.055,0.008,0.619
2298,0.004,0.007,0.300
2299,0.005,0.009,0.265
2300,0.004,0.006,0.194
2301,0.003,0.006,0.192
2302,0.005,0.005,0.249
2303,0.004,0.007,0.239
2304,0.004,0.006,0.230
2305,0.007,0.009,0.317
2306,0.006,0.009,0.368
2307,0.004,0.006,0.189
2308,0.004,0.008,0.235
2309,0.004,0.007,0.204
2310,0.006,0.007,0.238
2311,0.008,0.006,0.603
2312,0.006,0.009,0.320
2313,0.007,0.005,0.296
2314,0.005,0.008,0.294
2315,0.006,0.009,0.324
2316,0.006,0.009,0.468
2317,0.008,0.009,1.362
2318,0.006,0.007,2.046
2319,0.005,0.004,0.186
2320,0.069,0.005,0.223
2321,0.064,0.005,0.181
2322,0.003,0.005,0.199
2323,0.003,0.006,0.185
2324,0.004,0.006,0.215
2325,0.007,0.008,0.318
2326,0.006,0.009,0.325
2327,0.005,0.009,0.355
2328,0.005,0.009,0.313
2329,0.006,0.009,0.325
2330,0.006,0.009,0.322
2331,0.007,0.008,0.300
2332,0.005,0.008,0.321
2333,0.007,0.009,0.334
2334,0.005,0.009,0.411
2335,0.005,0.007,0.317
2336,0.008,0.006,0.336
2337,0.004,0.008,0.448
2338,0.005,0.009,1.070
2339,0.005,0.009,0.267
2340,0.006,0.009,0.333
2341,0.005,0.008,0.246
2342,0.005,0.004,0.217
2343,0.006,0.005,0.244
2344,0.004,0.006,0.216
2345,0.005,0.006,0.395
2346,0.097,0.007,0.238
2347,0.005,0.009,2.281
2348,0.054,0.005,0.170
2349,0.005,0.006,0.176
2350,0.006,0.007,0.222
2351,0.004,0.006,0.211
2352,0.004,0.008,0.291
2353,0.005,0.009,0.278
2354,0.005,0.008,0.875
2355,0.005,0.008,0.222
2356,0.004,0.006,0.270
2357,0.006,0.009,0.352
2358,0.008,0.012,0.477
2359,0.005,0.009,1.002
2360,0.005,0.007,0.197
2361,0.004,0.006,0.188
2362,0.004,0.006,0.197
2363,0.004,0.006,0.168
2364,0.005,0.008,0.248
2365,0.005,0.008,0.314
2366,0.006,0.009,0.319
2367,0.005,0.008,0.281
2368,0.005,0.008,0.296
2369,0.006,0.009,0.311
2370,0.003,0.005,0.137
2371,0.008,0.010,0.388
2372,0.006,0.009,0.322
2373,0.006,0.009,0.316
2374,0.005,0.008,0.422
2375,0.005,0.008,0.298
2376,0.003,0.006,0.164
2377,0.005,0.008,2.071
2378,0.068,0.007,0.551
2379,0.007,0.009,0.501
2380,0.062,0.007,0.221
2381,0.004,0.005,0.167
2382,0.003,0.005,0.162
2383,0.004,0.007,0.213
2384,0.003,0.006,0.196
2385,0.004,0.005,0.211
2386,0.019,0.009,0.315
2387,0.006,0.010,0.317
2388,0.005,0.008,0.273
2389,0.007,0.011,0.357
2390,0.005,0.007,0.314
2391,0.006,0.009,0.449
2392,0.008,0.010,0.328
2393,0.006,0.009,0.325
2394,0.005,0.008,0.263
2395,0.005,0.008,0.264
2396,0.005,0.015,0.246
2397,0.008,0.012,0.400
2398,0.006,0.015,0.656
2399,0.006,0.007,0.303
2400,0.005,0.009,0.267
2401,0.004,0.005,0.182
2402,0.005,0.003,0.174
2403,0.003,0.006,0.202
2404,0.004,0.006,0.242
2405,0.006,0.009,0.311
2406,0.113,0.008,0.298
2407,0.067,0.007,1.259
2408,0.005,0.008,2.279
2409,0.006,0.007,0.189
2410,0.005,0.008,0.237
2411,0.006,0.006,0.195
2412,0.004,0.006,0.208
2413,0.005,0.005,0.170
2414,0.004,0.005,0.221
2415,0.004,0.007,0.755
2416,0.004,0.006,0.270
2417,0.021,0.007,0.228
2418,0.005,0.008,0.302
2419,0.005,0.009,1.933
2420,0.005,0.007,0.234
2421,0.005,0.007,0.223
2422,0.006,0.006,0.227
2423,0.004,0.006,0.318
2424,0.004,0.006,0.182
2425,0.005,0.007,0.243
2426,0.005,0.007,0.244
2427,0.008,0.009,0.176
2428,0.007,0.009,0.305
2429,0.007,0.009,0.316
2430,0.006,0.010,0.325
2431,0.004,0.006,0.200
2432,0.005,0.009,0.240
2433,0.006,0.007,0.310
2434,0.005,0.009,0.242
2435,0.058,0.011,0.379
2436,0.107,0.009,0.315
2437,0.007,0.012,0.384
2438,0.005,0.009,0.355
2439,0.005,0.009,1.179
2440,0.005,0.008,0.204
2441,0.005,0.009,0.240
2442,0.004,0.005,0.184
2443,0.004,0.007,0.285
2444,0.004,0.007,0.227
2445,0.005,0.008,0.340
2446,0.004,0.005,0.200
2447,0.008,0.009,0.324
2448,0.006,0.009,0.316
2449,0.003,0.005,0.145
2450,0.006,0.009,0.316
2451,0.006,0.009,0.316
2452,0.005,0.008,0.522
2453,0.006,0.009,0.373
2454,0.005,0.008,0.369
2455,0.007,0.009,0.331
2456,0.007,0.008,0.304
2457,0.007,0.005,0.310
2458,0.006,0.009,0.317
2459,0.005,0.008,2.009
2460,0.005,0.008,0.858
2461,0.005,0.007,0.209
2462,0.004,0.005,0.189
2463,0.007,0.003,0.169
2464,0.003,0.006,0.196
2465,0.069,0.006,0.222
2466,0.063,0.006,0.320
2467,0.005,0.006,0.233
2468,0.006,0.008,0.320
2469,0.005,0.008,1.515
2470,0.005,0.006,0.258
2471,0.003,0.005,0.178
2472,0.006,0.007,0.245
2473,0.005,0.008,0.254
2474,0.005,0.007,0.292
2475,0.007,0.007,0.309
2476,0.005,0.008,1.026
2477,0.028,0.005,0.626
2478,0.007,0.003,0.166
2479,0.006,0.008,0.504
2480,0.005,0.008,0.401
2481,0.005,0.007,0.234
2482,0.004,0.006,0.203
2483,0.003,0.006,0.185
2484,0.004,0.006,0.257
2485,0.005,0.006,0.172
2486,0.006,0.010,0.554
2487,0.007,0.011,0.356
2488,0.005,0.008,0.420
2489,0.005,0.009,0.313
2490,0.005,0.009,0.330
2491,0.114,0.010,0.321
2492,0.006,0.009,0.304
2493,0.005,0.008,0.299
2494,0.005,0.009,0.317
2495,0.005,0.024,0.484
2496,0.007,0.010,0.369
2497,0.005,0.009,0.290
2498,0.113,0.009,0.336
2499,0.005,0.008,0.412
2500,0.005,0.008,1.559
2501,0.005,0.008,0.207
2502,0.004,0.008,0.349
2503,0.004,0.006,0.187
2504,0.005,0.009,0.264
2505,0.004,0.006,0.204
2506,0.005,0.008,0.191
2507,0.004,0.006,0.210
2508,0.006,0.009,0.247
2509,0.005,0.008,0.230
2510,0.005,0.007,0.235
2511,0.004,0.006,0.235
2512,0.035,0.009,0.326
2513,0.005,0.008,0.308
2514,0.007,0.009,0.370
2515,0.005,0.008,0.302
2516,0.007,0.010,0.343
2517,0.005,0.008,0.358
2518,0.006,0.009,0.320
2519,0.006,0.010,0.717
2520,0.087,0.009,1.810
2521,0.006,0.007,0.878
2522,0.006,0.007,0.200
2523,0.004,0.006,0.214
2524,0.005,0.007,0.175
2525,0.005,0.005,0.181
2526,0.005,0.009,0.366
2527,0.006,0.008,0.213
2528,0.005,0.009,0.236
2529,0.005,0.008,1.844
2530,0.005,0.007,0.207
2531,0.070,0.005,0.221
2532,0.005,0.008,0.251
2533,0.004,0.006,0.189
2534,0.005,0.008,0.226
2535,0.004,0.006,0.267
2536,0.007,0.011,1.402
2537,0.005,0.007,0.206
2538,0.004,0.005,0.183
2539,0.006,0.009,0.274
2540,0.005,0.010,0.343
2541,0.005,0.009,0.248
2542,0.005,0.006,0.211
2543,0.005,0.008,0.230
2544,0.004,0.006,0.197
2545,0.004,0.006,0.207
2546,0.005,0.008,0.252
2547,0.114,0.007,0.299
2548,0.005,0.009,0.515
2549,0.006,0.009,0.357
2550,0.008,0.006,0.351
2551,0.006,0.008,24.783
2552,0.007,0.006,1.614
2553,0.003,0.001,3.475
2554,0.001,0.001,0.903
2555,0.001,0.001,2.169
2556,0.003,0.004,0.216
2557,0.003,0.002,0.145
2558,0.002,0.003,0.333
2559,0.002,0.005,0.476
2560,0.002,0.004,0.383
2561,0.003,0.009,1.551
2562,0.188,1.092,3.117
2563,0.004,0.005,1.290
2564,0.742,0.004,0.632
2565,0.001,0.003,0.090
2566,0.005,0.007,0.147
2567,0.001,0.002,0.121
2568,0.001,0.002,0.206
2569,0.001,0.003,0.088
2570,0.004,0.008,2.166
2571,0.002,0.003,0.102
2572,0.003,0.002,3.011
2573,0.004,0.006,0.151
2574,0.002,0.003,0.265
2575,0.036,0.005,0.133
2576,0.002,0.035,0.266
2577,0.002,0.004,0.467
2578,0.004,0.003,0.108
2579,0.004,0.056,0.130
2580,0.016,0.002,0.094
2581,0.005,0.007,0.227
2582,0.004,0.006,7.433
2583,0.006,0.009,2.124
2584,0.001,0.002,0.144
2585,0.004,0.004,0.395
2586,0.006,0.011,0.725
2587,0.005,0.031,0.947
2588,0.006,0.010,0.499
2589,0.003,0.004,0.258
2590,0.002,0.003,0.117
2591,0.002,0.004,0.113
2592,0.035,0.002,0.094
2593,0.002,0.002,0.089
2594,0.001,0.002,0.083
2595,0.002,0.003,0.095
2596,0.001,0.002,0.087
2597,0.001,0.002,0.454
2598,0.001,0.002,0.081
2599,0.001,0.002,0.074
2600,0.001,0.001,0.071
2601,0.001,0.003,0.125
2602,0.001,0.002,0.188
2603,0.001,0.002,0.093
2604,0.001,0.002,0.087
2605,0.001,0.001,0.078
2606,0.033,0.002,0.119
2607,0.002,0.002,0.099
2608,0.002,0.002,0.085
2609,0.001,0.002,0.149
2610,0.001,0.001,0.072
2611,0.001,0.002,0.070
2612,0.001,0.002,0.084
2613,0.001,0.002,0.202
2614,0.001,0.002,0.072
2615,0.001,0.002,0.089
2616,0.003,0.006,0.179
2617,0.003,0.004,0.162
2618,0.006,0.004,0.163
2619,0.003,0.005,0.177
2620,0.004,0.008,0.205
2621,0.067,0.006,0.456
2622,0.004,0.006,0.778
2623,0.004,0.005,0.115
2624,0.003,0.004,0.107
2625,0.004,0.006,0.193
2626,0.004,0.003,0.181
2627,0.007,0.002,0.189
2628,0.003,0.007,0.268
2629,0.003,0.005,0.197
2630,0.004,0.006,0.210
2631,0.007,0.003,0.171
2632,0.004,0.007,0.237
2633,0.005,0.009,0.306
2634,0.006,0.009,0.393
2635,0.005,0.007,0.332
2636,0.006,0.009,0.304
2637,0.005,0.009,0.266
2638,0.126,0.009,0.320
2639,0.006,0.009,0.324
2640,0.005,0.008,0.298
2641,0.005,0.008,0.378
2642,0.004,0.007,0.301
2643,0.006,0.004,0.357
2644,0.004,0.008,0.219
2645,0.005,0.007,0.243
2646,0.005,0.008,0.240
2647,0.004,0.005,0.177
2648,0.004,0.007,0.202
2649,0.006,0.007,0.955
2650,0.006,0.004,0.812
2651,0.068,0.006,0.174
2652,0.005,0.003,0.422
2653,0.007,0.005,0.183
2654,0.004,0.006,0.233
2655,0.055,0.008,0.346
2656,0.005,0.008,0.282
2657,0.004,0.009,1.787
2658,0.165,0.008,0.230
2659,0.003,0.007,0.791
2660,0.001,0.001,0.265
2661,0.005,0.003,0.284
2662,0.126,0.010,0.243
2663,0.006,0.008,0.366
2664,0.006,0.060,0.340
2665,0.005,0.008,0.226
2666,0.005,0.008,0.234
2667,0.003,0.005,0.199
2668,0.005,0.008,0.254
2669,0.006,0.008,0.245
2670,0.004,0.006,0.215
2671,0.007,0.011,0.338
2672,0.004,0.006,0.226
2673,0.008,0.006,0.318
2674,0.006,0.009,0.299
2675,0.005,0.007,0.237
2676,0.008,0.010,0.328
2677,0.005,0.008,0.280
2678,0.121,0.011,0.371
2679,0.007,0.010,0.361
2680,0.007,0.011,1.135
2681,0.005,0.019,0.260
2682,0.006,0.010,0.834
2683,0.005,0.009,0.873
2684,0.005,0.009,0.262
2685,0.005,0.007,0.208
2686,0.004,0.006,0.182
2687,0.003,0.006,0.182
2688,0.004,0.005,0.175
2689,0.005,0.006,0.188
2690,0.005,0.007,0.255
2691,0.114,0.009,0.309
2692,0.005,0.008,0.306
2693,0.005,0.007,0.286
2694,0.006,0.009,0.320
2695,0.005,0.008,0.721
2696,0.008,0.009,0.403
2697,0.005,0.008,0.311
2698,0.006,0.010,0.325
2699,0.006,0.009,0.328
2700,0.007,0.005,0.303
2701,0.006,0.010,0.340
2702,0.005,0.008,0.358
2703,0.072,0.008,0.389
2704,0.005,0.009,0.622
2705,0.004,0.006,0.216
2706,0.066,0.005,0.206
2707,0.006,0.007,0.297
2708,0.005,0.004,0.223
2709,0.005,0.008,0.215
2710,0.005,0.007,1.558
2711,0.003,0.006,0.179
2712,0.004,0.006,0.191
2713,0.005,0.003,0.220
2714,0.003,0.006,0.183
2715,0.003,0.005,0.173
2716,0.004,0.006,0.190
2717,0.005,0.009,0.323
2718,0.005,0.008,0.238
2719,0.005,0.007,0.214
2720,0.005,0.005,0.172
2721,0.004,0.007,0.235
2722,0.054,0.007,0.185
2723,0.005,0.009,0.321
2724,0.056,0.008,1.485
2725,0.007,0.005,0.187
2726,0.005,0.008,0.225
2727,0.005,0.005,0.316
2728,0.003,0.005,0.157
2729,0.004,0.005,0.176
2730,0.004,0.006,0.170
2731,0.006,0.009,0.507
2732,0.007,0.008,0.319
2733,0.007,0.009,0.298
2734,0.053,0.006,0.178
2735,0.006,0.008,0.329
2736,0.007,0.011,1.145
2737,0.007,0.009,0.309
2738,0.004,0.020,0.400
2739,0.005,0.009,0.234
2740,0.005,0.006,0.281
2741,0.008,0.013,0.543
2742,0.006,0.007,0.302
2743,0.007,0.010,0.408
2744,0.005,0.008,0.456
2745,0.005,0.009,0.435
2746,0.004,0.006,0.211
2747,0.004,0.007,0.212
2748,0.004,0.007,0.213
2749,0.068,0.005,0.214
2750,0.005,0.046,0.272
2751,0.004,0.006,0.234
2752,0.005,0.009,0.409
2753,0.006,0.009,0.317
2754,0.007,0.008,0.335
2755,0.008,0.009,0.328
2756,0.005,0.009,0.422
2757,0.006,0.009,0.315
2758,0.008,0.006,0.341
2759,0.008,0.013,0.963
2760,0.007,0.010,0.357
2761,0.006,0.010,0.340
2762,0.006,0.009,0.356
2763,0.007,0.005,0.364
2764,0.005,0.009,0.932
2765,0.066,0.006,0.703
2766,0.005,0.009,0.478
2767,0.006,0.005,0.236
2768,0.005,0.007,0.235
2769,0.004,0.006,0.208
2770,0.004,0.006,0.204
2771,0.005,0.009,0.869
2772,0.005,0.008,0.195
2773,0.234,0.005,0.396
2774,0.005,0.009,0.238
2775,0.005,0.008,0.204
2776,0.004,0.006,0.203
2777,0.004,0.006,0.152
2778,0.069,0.009,0.241
2779,0.004,0.007,0.202
2780,0.004,0.007,0.203
2781,0.004,0.006,0.221
2782,0.005,0.007,0.255
2783,0.007,0.011,0.359
2784,0.006,0.009,0.363
2785,0.006,0.009,0.815
2786,0.006,0.010,1.291
2787,0.007,0.005,0.237
2788,0.004,0.007,0.304
2789,0.004,0.008,0.222
2790,0.004,0.006,0.189
2791,0.004,0.006,0.194
2792,0.005,0.004,0.158
2793,0.004,0.007,0.232
2794,0.116,0.009,0.324
2795,0.003,0.005,0.146
2796,0.005,0.009,0.372
2797,0.005,0.008,0.309
2798,0.006,0.010,0.362
2799,0.005,0.008,0.372
2800,0.006,0.009,0.306
2801,0.003,0.006,0.564
2802,0.006,0.039,0.668
2803,0.006,0.009,0.396
2804,0.003,0.005,0.181
2805,0.006,0.004,0.723
2806,0.005,0.008,1.284
2807,0.005,0.008,0.276
2808,0.005,0.009,0.248
2809,0.191,0.010,0.266
2810,0.005,0.008,0.279
2811,0.006,0.004,0.242
2812,0.006,0.004,0.245
2813,0.003,0.005,0.161
2814,0.003,0.006,0.225
2815,0.007,0.011,0.410
2816,0.008,0.026,0.205
2817,0.006,0.009,0.327
2818,0.006,0.009,0.325
2819,0.008,0.010,0.234
2820,0.007,0.005,0.375
2821,0.005,0.009,0.318
2822,0.005,0.009,0.318
2823,0.008,0.005,0.318
2824,0.112,0.009,0.295
2825,0.007,0.005,0.237
2826,0.007,0.013,0.524
2827,0.005,0.010,1.110
2828,0.004,0.006,0.196
2829,0.004,0.006,0.191
2830,0.004,0.005,0.195
2831,0.005,0.009,2.746
2832,0.005,0.005,0.162
2833,0.006,0.006,0.172
2834,0.004,0.005,0.269
2835,0.005,0.005,0.180
2836,0.004,0.005,0.183
2837,0.006,0.009,0.203
2838,0.069,0.009,0.423
2839,0.007,0.003,0.168
2840,0.006,0.007,0.252
2841,0.004,0.008,0.243
2842,0.006,0.005,0.291
2843,0.005,0.008,0.301
2844,0.005,0.010,0.323
2845,0.004,0.005,0.161
2846,0.007,0.010,0.369
2847,0.003,0.006,0.483
